brand,Model,year,number_of_cylinders,engine_capacity_in_liters,engine_type,transmission,mixed_fuel_consumption_per_100_km_l,CO2_emissions_g/km
Nissan,Bluebird,1991,4,1.8,Gasoline,Manual,5.8,
Nissan,Dualis,2010,4,2,Diesel,Automatic,5.8,
Nissan,Cedric,2004,6,2.5,Gasoline,Automatic,5.8,
Nissan,Qashqai,2020,4,1.2,Gasoline,Manual,5.85,
Nissan,Qashqai,2020,4,1.2,Gasoline,Automatic,5.85,
Nissan,Dualis,2014,4,1.6,Diesel,Manual,5.85,
Nissan,Bluebird,1991,4,1.8,Gasoline,Manual,5.85,
Nissan,350Z,2009,6,3.5,Gasoline,Manual,5.85,
Nissan,Micra,1997,4,1,Gasoline,Manual,5.9,
Nissan,Micra,2003,4,1,Gasoline,Automatic,5.9,
Nissan,Micra,2003,4,1,Gasoline,Manual,5.9,
Nissan,Juke,2020,4,1.2,Gasoline,Manual,5.9,
Nissan,Qashqai+2,2010,4,1.5,diesel,Manual,5.9,149
Nissan,Datsun,2002,4,2.4,Gasoline,Automatic,5.9,
Nissan,Cedric,2002,6,3,Gasoline,Automatic,5.9,
Nissan,Cedric,2009,6,3,Gasoline,Automatic,5.9,
Nissan,Micra,1992,4,1.2,Gasoline,Manual,5.95,
Nissan,Pulsar,1995,4,1.6,Gasoline,Manual,5.95,
Nissan,Pulsar,1995,4,1.5,Gasoline,Manual,6,
Nissan,Pulsar,1997,4,1.6,Gasoline,Automatic,6,
Nissan,Pulsar,2000,4,1.6,Gasoline,Automatic,6,
Nissan,200SX,2002,4,2,Gasoline,Automatic,6,
Nissan,240SX,1998,4,2,Gasoline,Automatic,6,
Nissan,March,1997,4,1.3,Gasoline,Automatic,6.05,
Nissan,Micra,1997,4,1.3,Gasoline,Automatic,6.05,
Nissan,Micra,1997,4,1.3,Gasoline,Automatic,6.05,
Nissan,Pulsar,1995,4,1.3,Gasoline,Automatic,6.05,
Nissan,Pulsar,1995,4,1.5,Gasoline,Automatic,6.05,
Nissan,Dualis,2014,4,1.6,Diesel,Manual,6.05,
Nissan,Primera,2008,4,1.9,diesel,Manual,6.05,
Nissan,Liberty,2020,4,2,Gasoline,Automatic,6.05,
Nissan,March,2005,4,1,Gasoline,Manual,6.1,
Nissan,Micra,2007,4,1,Gasoline,Manual,6.1,
Nissan,Micra,2010,4,1,Gasoline,Manual,6.1,
Nissan,Pulsar,2018,4,1.6,Gasoline,Manual,6.1,134
Nissan,Qashqai,2020,4,1.6,Gasoline,Manual,6.1,
Nissan,Almera,2003,4,2.2,Diesel,Manual,6.1,
Nissan,Almera,2006,4,2.2,Diesel,Manual,6.1,
Nissan,Expert,2007,4,2.2,Diesel,Automatic,6.1,
Nissan,Altima,2009,4,2.5,Hybrid,Automatic,6.1,
Nissan,Altima,2012,4,2.5,Hybrid,Automatic,6.1,
Nissan,Quest,1998,6,3,Gasoline,Automatic,6.1,
Nissan,March,1997,4,1,Gasoline,Automatic,6.15,
Nissan,March,1997,4,1,Gasoline,Manual,6.15,
Nissan,March,2002,4,1,Gasoline,Manual,6.15,
Nissan,March,2000,4,1,Gasoline,Manual,6.15,
Nissan,Micra,1997,4,1,Gasoline,Manual,6.15,
Nissan,Bluebird,1991,4,1.8,Gasoline,Manual,6.15,
Nissan,Expert,2007,4,2.2,Diesel,Manual,6.15,
Nissan,Note,2014,4,1.4,Gasoline,Manual,6.2,
Nissan,Pulsar,1995,4,1.5,Gasoline,Automatic,6.2,
Nissan,March,2002,4,1,Gasoline,Automatic,6.25,
Nissan,March,2000,4,1,Gasoline,Automatic,6.25,
Nissan,Micra,1997,4,1,Gasoline,Automatic,6.25,
Nissan,Micra,2003,4,1,Gasoline,Automatic,6.25,
Nissan,March,2005,4,1.2,Gasoline,Manual,6.25,
Nissan,March,2010,4,1.2,Gasoline,Manual,6.25,
Nissan,March,2007,4,1.2,Gasoline,Manual,6.25,
Nissan,Micra,2007,4,1.2,Gasoline,Automatic,6.25,
Nissan,Micra,2007,4,1.2,Gasoline,Manual,6.25,
Nissan,Micra,2010,4,1.2,Gasoline,Automatic,6.25,
Nissan,Micra,2010,4,1.2,Gasoline,Manual,6.25,
Nissan,Cube,2008,4,1.4,Gasoline,Automatic,6.25,
Nissan,Bluebird,1991,4,1.8,Gasoline,Manual,6.25,
Nissan,Qashqai,2014,4,2,Diesel,Manual,6.25,
Nissan,Maxima,1994,6,3,Gasoline,Automatic,6.25,
Nissan,Terrano,1995,6,3,Gasoline,Manual,6.25,
Nissan,Juke,2014,4,1.6,Gasoline,Manual,6.3,
Nissan,Juke,2020,4,1.6,Gasoline,Manual,6.3,
Nissan,Almera,2006,4,2.2,Diesel,Manual,6.3,
Nissan,Primera,2008,4,2.2,Diesel,Manual,6.3,
Nissan,Sunny,2009,4,2.2,Diesel,Manual,6.3,
Nissan,Figaro,1991,4,1,Gasoline,Automatic,6.35,
Nissan,March,2002,4,1,Gasoline,Manual,6.35,
Nissan,Juke,2020,4,1.6,Gasoline,Manual,6.35,
Nissan,Qashqai,2014,4,2,Diesel,Manual,6.35,
Nissan,Almera,2003,4,2.2,Diesel,Manual,6.35,
Nissan,Almera,2006,4,2.2,Diesel,Manual,6.35,
Nissan,Sunny,2020,4,2.2,Diesel,Manual,6.35,
Nissan,Sunny,2009,4,2.2,Diesel,Manual,6.35,
Nissan,Micra,1992,4,1,Gasoline,Automatic,6.4,
Nissan,Cube,2008,4,1.4,Gasoline,Automatic,6.4,
Nissan,Cube,2008,4,1.5,Gasoline,Automatic,6.4,
Nissan,Cube,2008,4,1.5,Gasoline,Automatic,6.4,
Nissan,Juke,2014,4,1.6,Gasoline,Manual,6.4,
Nissan,Juke,2020,4,1.6,Gasoline,Manual,6.4,
Nissan,Pulsar,1997,4,1.8,Gasoline,Manual,6.4,
Nissan,March,2000,4,1.3,Gasoline,Manual,6.45,
Nissan,March,2002,4,1.3,Gasoline,Manual,6.45,
Nissan,Micra,1997,4,1.3,Gasoline,Manual,6.45,
Nissan,Micra,2003,4,1.3,Gasoline,Manual,6.45,
Nissan,Pulsar,1997,4,1.5,Gasoline,Automatic,6.5,
Nissan,Pulsar,2000,4,1.5,Gasoline,Automatic,6.5,
Nissan,Cube,2008,4,1.5,Gasoline,Automatic,6.5,
Nissan,Primera,2008,4,2.2,diesel,Manual,6.5,
Nissan,Qashqai,2020,4,1.2,Gasoline,Automatic,6.55,
Nissan,Qashqai,2020,4,1.2,Gasoline,Manual,6.55,
Nissan,Dualis,2014,4,1.6,Gasoline,Manual,6.55,
Nissan,Pulsar,1997,4,1.8,Gasoline,Manual,6.55,
Nissan,Pulsar,2000,4,1.8,Gasoline,Manual,6.55,
Nissan,Primera,2008,4,2.2,diesel,Manual,6.55,
Nissan,Terrano,2004,6,3.3,Gasoline,Automatic,6.55,
Nissan,Cube,2008,4,1.4,Gasoline,Automatic,6.6,
Nissan,Note,2009,4,1.4,Gasoline,Manual,6.6,
Nissan,Almera,2000,4,1.4,Gasoline,Manual,6.6,
Nissan,Primera,1997,4,2,Diesel,Manual,6.6,
Nissan,Micra,1992,4,1.2,Gasoline,Automatic,6.65,
Nissan,March,2005,4,1.4,Gasoline,Manual,6.65,
Nissan,March,2010,4,1.4,Gasoline,Manual,6.65,
Nissan,March,2007,4,1.4,Gasoline,Manual,6.65,
Nissan,Micra,2007,4,1.4,Gasoline,Manual,6.65,
Nissan,Micra,2010,4,1.4,Gasoline,Manual,6.65,
Nissan,Almera,2000,4,1.4,Gasoline,Manual,6.65,
Nissan,100NX,1996,4,1.6,Gasoline,Manual,6.65,
Nissan,Wingroad,1999,4,2,Diesel,Manual,6.65,
Nissan,Terrano,1996,4,2.4,Gasoline,Manual,6.65,
Nissan,March,2000,4,1.3,Gasoline,Automatic,6.7,
Nissan,March,2002,4,1.3,Gasoline,Automatic,6.7,
Nissan,Micra,1997,4,1.3,Gasoline,Automatic,6.7,
Nissan,Micra,2003,4,1.3,Gasoline,Automatic,6.7,
Nissan,Cube,2008,4,1.5,Gasoline,Automatic,6.7,
Nissan,Pulsar,2000,4,1.6,Gasoline,Manual,6.7,
Nissan,Bluebird,1991,4,1.6,Gasoline,Automatic,6.7,
Nissan,Cube,2003,4,1.3,Gasoline,Automatic,6.75,
Nissan,March,2002,4,1.3,Gasoline,Automatic,6.75,
Nissan,Cube,2008,4,1.4,Gasoline,Automatic,6.75,
Nissan,Juke,2014,4,1.6,Gasoline,Automatic,6.75,
Nissan,Juke,2020,4,1.6,Gasoline,Automatic,6.75,
Nissan,Qashqai,2014,4,1.6,Gasoline,Automatic,6.75,
Nissan,Sentra,2017,4,1.6,Gasoline,Automatic,6.75,
Nissan,Tiida,2016,4,1.6,Gasoline,Automatic,6.75,
Nissan,Versa,2019,4,1.6,Gasoline,Automatic,6.75,
Nissan,Bluebird,1991,4,1.8,Gasoline,Manual,6.75,
Nissan,Pulsar,1995,4,1.8,Gasoline,Manual,6.75,
Nissan,Tino,2006,4,2.2,Diesel,Manual,6.75,
Nissan,Terrano,1995,6,3,Gasoline,Manual,6.75,
Nissan,Pulsar,1995,4,1.8,Gasoline,Manual,6.8,
Nissan,Wingroad,1999,4,2,Diesel,Automatic,6.8,
Nissan,Bluebird,1991,4,2,Gasoline,Manual,6.8,
Nissan,Terrano,1995,6,3,Gasoline,Automatic,6.8,
Nissan,Pulsar,1990,4,1.3,Gasoline,Manual,6.85,
Nissan,Pulsar,1995,4,1.6,Gasoline,Automatic,6.85,
Nissan,Sentra,2017,4,1.6,Gasoline,Manual,6.85,
Nissan,Tiida,2016,4,1.6,Gasoline,Manual,6.85,
Nissan,Avenir,1998,4,1.6,Gasoline,Automatic,6.85,
Nissan,Avenir,1998,4,1.6,Gasoline,Manual,6.85,
Nissan,Bluebird,1991,4,1.8,Gasoline,Manual,6.85,
Nissan,Almera Tino,2006,4,2.2,Diesel,Manual,6.85,
Nissan,Micra,2007,4,1.4,Gasoline,Manual,6.9,
Nissan,Micra,2010,4,1.4,Gasoline,Manual,6.9,
Nissan,Almera,2000,4,1.6,Gasoline,Automatic,6.9,
Nissan,Almera,2000,4,1.6,Gasoline,Manual,6.9,
Nissan,Juke,2020,4,1.6,Gasoline,Automatic,6.9,
Nissan,Bluebird,1991,4,1.8,Gasoline,Automatic,6.9,
Nissan,Qashqai,2014,4,2,Diesel,Manual,6.9,
Nissan,Terrano,2004,6,3.3,Gasoline,Automatic,6.9,
Nissan,Quest,2000,6,3.3,Gasoline,Automatic,6.9,
Nissan,Quest,2002,6,3.3,Gasoline,Automatic,6.9,
Nissan,March,2005,4,1.2,Gasoline,Automatic,6.95,
Nissan,March,2010,4,1.2,Gasoline,Automatic,6.95,
Nissan,March,2007,4,1.2,Gasoline,Automatic,6.95,
Nissan,Micra,2007,4,1.2,Gasoline,Automatic,6.95,
Nissan,Micra,2010,4,1.2,Gasoline,Automatic,6.95,
Nissan,Pulsar,1990,4,1.3,Gasoline,Manual,6.95,
Nissan,Almera,2000,4,1.6,Gasoline,Automatic,6.95,
Nissan,Qashqai,2014,4,1.6,Gasoline,Manual,6.95,
Nissan,Primera,2000,4,2,diesel,Manual,6.95,
Nissan,Primera,2002,4,2,diesel,Manual,6.95,
Nissan,Cedric,2009,4,2,Gasoline,Automatic,6.95,
Nissan,Cedric,2009,6,2,Gasoline,Automatic,6.95,
Nissan,Note,2009,4,1.6,Gasoline,Manual,7,
Nissan,Note,2014,4,1.6,Gasoline,Manual,7,
Nissan,Versa,2020,4,1.6,Gasoline,Automatic,7,
Nissan,200SX,2002,4,2,Gasoline,Manual,7,
Nissan,240SX,1998,4,2,Gasoline,Manual,7,
Nissan,Almera,2003,4,1.5,Gasoline,Manual,7.05,
Nissan,Almera,2006,4,1.5,Gasoline,Manual,7.05,
Nissan,Sunny,2009,4,1.5,Gasoline,Manual,7.05,
Nissan,Almera,2003,4,1.5,Gasoline,Manual,7.05,
Nissan,Bluebird,2003,4,1.5,Gasoline,Manual,7.05,
Nissan,Bluebird,2005,4,1.5,Gasoline,Manual,7.05,
Nissan,Sunny,2003,4,1.5,Gasoline,Manual,7.05,
Nissan,Almera,2000,4,1.6,Gasoline,Manual,7.05,
Nissan,Dualis,2010,4,1.6,Gasoline,Manual,7.05,
Nissan,March,2005,4,1.6,Gasoline,Manual,7.05,
Nissan,March,2007,4,1.6,Gasoline,Manual,7.05,
Nissan,Micra,2007,4,1.6,Gasoline,Manual,7.05,
Nissan,Micra,2010,4,1.6,Gasoline,Manual,7.05,
Nissan,Qashqai,2010,4,1.6,Gasoline,Manual,7.05,
Nissan,Bluebird,1991,4,1.8,Gasoline,Automatic,7.05,
Nissan,Pulsar,1997,4,1.8,Gasoline,Automatic,7.05,
Nissan,Pulsar,2000,4,1.8,Gasoline,Automatic,7.05,
Nissan,Qashqai,2010,4,2,Diesel,Manual,7.05,
Nissan,Sentra,2020,4,2,Gasoline,Automatic,7.05,
Nissan,Almera Tino,2006,4,2.2,Diesel,Manual,7.05,
Nissan,Tino,2006,4,2.2,Diesel,Manual,7.05,
Nissan,March,2010,4,1.4,Gasoline,Manual,7.1,
Nissan,March,2007,4,1.4,Gasoline,Manual,7.1,
Nissan,Primera,1997,4,1.6,Gasoline,Manual,7.15,
Nissan,Micra,2007,4,1.6,Gasoline,Manual,7.15,
Nissan,Micra,2010,4,1.6,Gasoline,Manual,7.15,
Nissan,Sentra,2019,4,1.8,Gasoline,Automatic,7.15,
Nissan,Sentra,2017,4,1.8,Gasoline,Automatic,7.15,
Nissan,Primera,2000,4,2,Diesel,Manual,7.15,
Nissan,Primera,2002,4,2,Diesel,Manual,7.15,
Nissan,Silvia,1994,4,2,Gasoline,Automatic,7.15,
Nissan,Silvia,1994,4,2,Gasoline,Manual,7.15,
Nissan,Primera,2000,4,2,Gasoline,Manual,7.15,
Nissan,Silvia,1994,4,2,Gasoline,Automatic,7.15,
Nissan,Silvia,1994,4,2,Gasoline,Manual,7.15,
Nissan,Micra,2010,4,1.4,Gasoline,Automatic,7.185,
Nissan,Kubistar,2008,4,1.1,Gasoline,Manual,7.2,
Nissan,March,2005,4,1.4,Gasoline,Automatic,7.2,
Nissan,March,2010,4,1.4,Gasoline,Automatic,7.2,
Nissan,March,2007,4,1.4,Gasoline,Automatic,7.2,
Nissan,Micra,2007,4,1.4,Gasoline,Automatic,7.2,
Nissan,Micra,2010,4,1.4,Gasoline,Automatic,7.2,
Nissan,Pulsar,1995,4,1.5,Gasoline,Automatic,7.2,
Nissan,Qashqai,2014,4,1.6,Gasoline,Manual,7.2,
Nissan,Qashqai+2,2013,4,1.6,Gasoline,Manual,7.2,159
Nissan,Bluebird,1991,4,1.8,Gasoline,Manual,7.2,
Nissan,Almera Classic,2013,4,1.6,Gasoline,Manual,7.25,
Nissan,Note,2014,4,1.6,Gasoline,Automatic,7.25,
Nissan,Sentra,2019,4,1.8,Gasoline,Automatic,7.25,
Nissan,Silvia,1994,4,1.8,Gasoline,Automatic,7.25,
Nissan,Silvia,1994,4,1.8,Gasoline,Manual,7.25,
Nissan,Qashqai,2014,4,2,Diesel,Manual,7.25,
Nissan,Qashqai+2,2013,4,2,diesel,Manual,7.25,
Nissan,X-Trail,2014,4,2,Diesel,Manual,7.25,
Nissan,Primastar,2014,4,2,Diesel,Manual,7.25,
Nissan,Tiida,2008,4,1.6,Gasoline,Manual,7.3,
Nissan,Tiida,2014,4,1.6,Gasoline,Manual,7.3,
Nissan,Versa,2020,4,1.6,Gasoline,Manual,7.3,
Nissan,Dualis,2014,4,2,Diesel,Automatic,7.3,
Nissan,Qashqai,2014,4,2,Diesel,Automatic,7.3,
Nissan,Qashqai+2,2010,4,2,diesel,Manual,7.3,
Nissan,Qashqai+2,2013,4,2,diesel,Automatic,7.3,
Nissan,Sentra,2009,4,2,Gasoline,Manual,7.3,
Nissan,Juke,2014,4,1.6,Gasoline,Manual,7.35,
Nissan,Versa,2009,4,1.8,Gasoline,Manual,7.35,
Nissan,Versa,2009,4,1.8,Gasoline,Manual,7.35,
Nissan,Versa,2012,4,1.8,Gasoline,Manual,7.35,
Nissan,Qashqai,2020,4,2,Gasoline,Automatic,7.35,
Nissan,Altima,1995,4,2.4,Gasoline,Manual,7.35,
Nissan,Altima,1997,4,2.4,Gasoline,Manual,7.35,
Nissan,Altima,2020,4,2.5,Gasoline,Automatic,7.35,
Nissan,Qashqai,2014,4,1.6,Gasoline,Manual,7.4,
Nissan,Qashqai+2,2010,4,1.6,Gasoline,Manual,7.4,
Nissan,Qashqai+2,2013,4,1.6,Gasoline,Manual,7.4,155
Nissan,Bluebird,1991,4,1.8,Gasoline,Automatic,7.4,
Nissan,Bluebird,1991,4,1.8,Gasoline,Manual,7.4,
Nissan,Bluebird,1991,4,1.8,Gasoline,Automatic,7.4,
Nissan,Silvia,2002,4,2,Gasoline,Automatic,7.4,
Nissan,Silvia,2002,4,2,Gasoline,Manual,7.4,
Nissan,Altima,2015,4,2.5,Gasoline,Automatic,7.4,
Nissan,Kubistar,2008,4,1.1,Gasoline,Manual,7.45,
Nissan,Primera,2000,4,1.6,Gasoline,Manual,7.45,
Nissan,Primera,2000,4,1.6,Gasoline,Manual,7.45,
Nissan,Primera,2002,4,1.6,Gasoline,Manual,7.45,
Nissan,Qashqai,2014,4,2,Diesel,Automatic,7.45,
Nissan,X-Trail,2011,4,2,Diesel,Manual,7.45,
Nissan,March,1992,4,0.9,Gasoline,Manual,7.5,
Nissan,Almera,2000,4,1.4,Gasoline,Manual,7.5,
Nissan,Versa,2012,4,1.8,Gasoline,Manual,7.5,
Nissan,Avenir,1998,4,2,Diesel,Manual,7.5,
Nissan,Altima,1995,4,2.4,Gasoline,Automatic,7.5,
Nissan,Altima,1997,4,2.4,Gasoline,Automatic,7.5,
Nissan,Sunny,2012,4,1.6,Gasoline,Manual,7.55,
Nissan,Note,2009,4,1.6,Gasoline,Automatic,7.55,
Nissan,Pulsar,1997,4,1.8,Gasoline,Automatic,7.55,
Nissan,Pulsar,2000,4,1.8,Gasoline,Automatic,7.55,
Nissan,X-Trail,2020,4,2,Gasoline,Automatic,7.55,
Nissan,Crew,2005,6,2,Gasoline,Manual,7.55,
Nissan,Laurel,1994,6,2,Gasoline,Automatic,7.55,
Nissan,Terrano,1995,6,3,Gasoline,Automatic,7.55,
Nissan,Bluebird,2003,4,1.5,Gasoline,Automatic,7.6,
Nissan,Bluebird,2005,4,1.5,Gasoline,Automatic,7.6,
Nissan,Langley,1990,4,1.6,Gasoline,Manual,7.6,
Nissan,Pulsar,1990,4,1.6,Gasoline,Manual,7.6,
Nissan,Versa,2019,4,1.6,Gasoline,Manual,7.6,
Nissan,Sentra,2019,4,1.8,Gasoline,Manual,7.6,
Nissan,Dualis,2014,4,2,Diesel,Automatic,7.6,
Nissan,X-Trail,2014,4,2,Diesel,Manual,7.6,
Nissan,X-Trail,2020,4,2,Gasoline,Automatic,7.6,
Nissan,Bluebird,1991,4,2,Gasoline,Manual,7.6,
Nissan,X-Trail,2004,4,2.2,Diesel,Manual,7.6,
Nissan,X-Trail,2007,4,2.2,Diesel,Manual,7.6,
Nissan,Bluebird,2012,4,1.5,Gasoline,Automatic,7.65,
Nissan,Primera,2008,4,1.6,Gasoline,Manual,7.65,
Nissan,Primera,2008,4,1.6,Gasoline,Manual,7.65,
Nissan,Primera,1997,4,1.6,Gasoline,Manual,7.65,
Nissan,Primera,2008,4,1.6,Gasoline,Manual,7.65,
Nissan,Almera,2018,4,1.6,Gasoline,Manual,7.65,
Nissan,March,2010,4,1.6,Gasoline,Manual,7.65,
Nissan,Juke,2020,4,1.6,Gasoline,Manual,7.65,
Nissan,Avenir,1998,4,1.8,Gasoline,Manual,7.65,
Nissan,Avenir,1998,4,2,Diesel,Automatic,7.65,
Nissan,Almera,2000,4,1.6,Gasoline,Manual,7.7,
Nissan,Langley,1990,4,1.6,Gasoline,Manual,7.7,
Nissan,Pulsar,1990,4,1.6,Gasoline,Manual,7.7,
Nissan,Sentra,2006,4,1.8,Gasoline,Manual,7.7,
Nissan,Sentra,2017,4,1.8,Gasoline,Manual,7.7,
Nissan,Avenir,1998,4,1.8,Gasoline,Automatic,7.7,
Nissan,Almera,2000,4,1.6,Gasoline,Automatic,7.75,
Nissan,Primera,2002,4,1.6,Gasoline,Manual,7.75,
Nissan,Platina,2004,4,1.6,Gasoline,Manual,7.75,
Nissan,Platina,2008,4,1.6,Gasoline,Manual,7.75,
Nissan,Silvia,1994,4,2,Gasoline,Automatic,7.75,
Nissan,Silvia,1994,4,2,Gasoline,Manual,7.75,
Nissan,Silvia,1994,4,2,Gasoline,Automatic,7.75,
Nissan,Silvia,1994,4,2,Gasoline,Manual,7.75,
Nissan,Silvia,1994,4,2.4,Gasoline,Automatic,7.75,
Nissan,Silvia,1994,4,2.4,Gasoline,Manual,7.75,
Nissan,Terrano,2020,4,1.6,Gasoline,Manual,7.8,171
Nissan,Terrano,2020,4,1.6,Gasoline,Manual,7.8,
Nissan,Primera,2000,4,1.8,Gasoline,Manual,7.8,
Nissan,Primera,2002,4,1.8,Gasoline,Manual,7.8,
Nissan,Bluebird,1991,4,1.8,Gasoline,Automatic,7.8,
Nissan,Serena,1993,4,2,Diesel,Manual,7.8,
Nissan,Vanette,1999,4,2,Diesel,Manual,7.8,
Nissan,X-Trail,2011,4,2,Diesel,Manual,7.8,
Nissan,X-Trail,2014,4,2,Diesel,Automatic,7.8,
Nissan,Qashqai,2020,4,2,Gasoline,Automatic,7.8,
Nissan,Sentra,2012,4,2,Gasoline,Automatic,7.8,
Nissan,Crew,2005,6,2,Gasoline,Automatic,7.8,
Nissan,Crew,2009,6,2,Gasoline,Automatic,7.8,
Nissan,Crew,2009,6,2,Gasoline,Manual,7.8,
Nissan,Aprio,2010,4,1.6,Gasoline,Manual,7.85,
Nissan,Versa,2019,4,1.6,Gasoline,Automatic,7.85,
Nissan,Primera,2008,4,1.8,Gasoline,Manual,7.85,
Nissan,Primera,2008,4,1.8,Gasoline,Manual,7.85,
Nissan,Bluebird,1991,4,1.8,Gasoline,Manual,7.85,
Nissan,180SX,1999,4,2,Gasoline,Manual,7.85,
Nissan,Bluebird,1991,4,2,Gasoline,Automatic,7.85,
Nissan,Pathfinder,2004,6,3.5,Gasoline,Automatic,7.85,
Nissan,Aprio,2010,4,1.6,Gasoline,Automatic,7.9,
Nissan,Platina,2004,4,1.6,Gasoline,Automatic,7.9,
Nissan,Platina,2008,4,1.6,Gasoline,Automatic,7.9,
Nissan,Juke,2014,4,1.6,Gasoline,Automatic,7.9,
Nissan,Juke,2020,4,1.6,Gasoline,Automatic,7.9,
Nissan,X-Trail,2020,4,2,Gasoline,Automatic,7.9,
Nissan,Cedric,2002,6,2,Gasoline,Manual,7.9,
Nissan,Gloria,1991,6,2,Gasoline,Manual,7.9,
Nissan,Laurel,1994,6,2,Gasoline,Manual,7.9,
Nissan,Kubistar,2008,4,1.6,Gasoline,Manual,7.95,
Nissan,Latio,2012,4,1.6,Gasoline,Automatic,7.95,
Nissan,Terrano,2020,4,1.6,Gasoline,Manual,7.95,177
Nissan,Terrano,2020,4,1.6,Gasoline,Manual,7.95,
Nissan,Tiida,2008,4,1.6,Gasoline,Automatic,7.95,
Nissan,Tiida,2014,4,1.6,Gasoline,Automatic,7.95,
Nissan,Versa,2009,4,1.6,Gasoline,Manual,7.95,
Nissan,Versa,2012,4,1.6,Gasoline,Manual,7.95,
Nissan,Versa,2020,4,1.6,Gasoline,Automatic,7.95,
Nissan,Primera,2000,4,1.8,Gasoline,Manual,7.95,
Nissan,Primera,2002,4,1.8,Gasoline,Manual,7.95,
Nissan,Primera,2002,4,1.8,Gasoline,Manual,7.95,
Nissan,Silvia,1994,4,1.8,Gasoline,Automatic,7.95,
Nissan,Silvia,1994,4,1.8,Gasoline,Manual,7.95,
Nissan,Wingroad,2020,4,1.5,Gasoline,Automatic,8,
Nissan,Bluebird,1991,4,1.8,Gasoline,Automatic,8,
Nissan,X-Trail,2020,4,2,Gasoline,Automatic,8,
Nissan,180SX,1999,4,2,Gasoline,Automatic,8,
Nissan,Rogue,2010,4,2.5,Gasoline,Automatic,8,
Nissan,Rogue,2013,4,2.5,Gasoline,Automatic,8,
Nissan,Laurel,1997,6,2.5,Gasoline,Automatic,8,
Nissan,Primera,2000,4,1.6,Gasoline,Manual,8.05,
Nissan,Versa,2009,4,1.6,Gasoline,Automatic,8.05,
Nissan,Versa,2012,4,1.6,Gasoline,Automatic,8.05,
Nissan,Almera,2003,4,1.8,Gasoline,Manual,8.05,
Nissan,Almera,2006,4,1.8,Gasoline,Manual,8.05,
Nissan,Sunny,2003,4,1.8,Gasoline,Manual,8.05,
Nissan,Pulsar,2004,4,1.8,Gasoline,Manual,8.05,
Nissan,Pulsar,2005,4,1.8,Gasoline,Manual,8.05,
Nissan,180SX,1991,4,1.8,Gasoline,Manual,8.05,
Nissan,Primastar,2006,4,1.9,Diesel,Manual,8.05,
Nissan,Bluebird,1991,4,2,Gasoline,Manual,8.05,
Nissan,100NX,1996,4,1.6,Gasoline,Manual,8.1,
Nissan,Juke,2014,4,1.6,Gasoline,Automatic,8.1,
Nissan,Pulsar,1995,4,1.8,Gasoline,Automatic,8.1,
Nissan,Teana,2016,4,2.5,Gasoline,Automatic,8.1,
Nissan,Wingroad,1999,4,1.5,Gasoline,Automatic,8.15,
Nissan,Wingroad,1999,4,1.5,Gasoline,Manual,8.15,
Nissan,Wingroad,2001,4,1.5,Gasoline,Automatic,8.15,
Nissan,Wingroad,2001,4,1.5,Gasoline,Manual,8.15,
Nissan,Wingroad,2005,4,1.5,Gasoline,Automatic,8.15,
Nissan,Wingroad,2005,4,1.5,Gasoline,Manual,8.15,
Nissan,Wingroad,2020,4,1.5,Gasoline,Automatic,8.15,
Nissan,100NX,1996,4,1.6,Gasoline,Manual,8.15,
Nissan,Terrano,2020,4,1.6,Gasoline,Manual,8.15,180
Nissan,Terrano,2020,4,1.6,Gasoline,Manual,8.15,
Nissan,Almera Tino,2006,4,1.8,Gasoline,Manual,8.15,
Nissan,Wingroad,1999,4,1.5,Gasoline,Manual,8.35,
Nissan,Expert,2007,4,1.8,Gasoline,Automatic,8.35,
Nissan,Versa,2009,4,1.8,Gasoline,Automatic,8.35,
Nissan,Versa,2012,4,1.8,Gasoline,Automatic,8.35,
Nissan,Dualis,2014,4,2,Gasoline,Manual,8.35,
Nissan,Qashqai,2014,4,2,Gasoline,Manual,8.35,
Nissan,Qashqai,2020,4,2,Gasoline,Manual,8.35,
Nissan,Almera,2000,4,2,Gasoline,Manual,8.35,
Nissan,Bluebird,1991,4,2,Gasoline,Automatic,8.35,
Nissan,Cedric,1995,6,2,Gasoline,Automatic,8.35,
Nissan,Almera Classic,2013,4,1.6,Gasoline,Automatic,8.4,
Nissan,Sunny,2012,4,1.6,Gasoline,Automatic,8.4,
Nissan,Almera,2003,4,1.8,Gasoline,Automatic,8.4,
Nissan,Almera,2006,4,1.8,Gasoline,Automatic,8.4,
Nissan,Pulsar,2004,4,1.8,Gasoline,Automatic,8.4,
Nissan,Pulsar,2004,4,1.8,Gasoline,Manual,8.4,
Nissan,Pulsar,2005,4,1.8,Gasoline,Automatic,8.4,
Nissan,Sunny,2020,4,1.8,Gasoline,Automatic,8.4,
Nissan,Sunny,2003,4,1.8,Gasoline,Automatic,8.4,
Nissan,Sunny,2009,4,1.8,Gasoline,Automatic,8.4,
Nissan,Tino,2006,4,1.8,Gasoline,Automatic,8.4,
Nissan,Bluebird,1993,4,1.8,Gasoline,Manual,8.4,
Nissan,Pulsar,2004,4,1.8,Gasoline,Automatic,8.4,
Nissan,Cedric,2002,6,2,Gasoline,Automatic,8.4,
Nissan,Gloria,1991,6,2,Gasoline,Automatic,8.4,
Nissan,Primera,1997,6,2,Gasoline,Manual,8.4,
